RT,acc_spd,accuracy,angle,block,coherence,dataset,id,left_right,subj_idx,tdcs,trial_NR
400,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,530
613,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,531
413,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,532
346,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,533
359,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,534
586,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,535
560,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,536
613,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,537
453,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,538
680,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,539
547,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,540
533,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,541
373,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,542
493,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,543
600,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,544
427,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,545
480,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,546
399,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,547
520,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,548
480,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,549
467,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,550
507,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,551
613,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,552
653,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,553
453,spd,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,554
440,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,555
693,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,556
573,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,557
373,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,558
480,spd,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,559
467,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,560
347,spd,0,180,2,0.2261,berkeley,S15.2,1,15,anodal,561
347,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,562
413,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,563
386,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,564
639,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,565
413,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,566
414,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,567
440,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,568
600,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,569
439,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,570
386,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,571
426,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,572
426,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,573
360,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,574
373,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,575
400,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,576
586,spd,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,577
573,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,578
574,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,579
373,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,580
373,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,581
413,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,582
373,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,583
399,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,584
426,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,585
360,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,586
387,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,587
413,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,588
346,spd,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,589
453,spd,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,590
387,spd,0,180,2,0.2261,berkeley,S15.2,1,15,anodal,591
467,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,592
453,spd,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,593
573,acc,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,594
493,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,595
613,acc,0,180,2,0.2261,berkeley,S15.2,1,15,anodal,596
453,spd,0,180,2,0.2261,berkeley,S15.2,2,15,anodal,597
427,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,598
520,acc,1,180,2,0.2261,berkeley,S15.2,1,15,anodal,599
387,acc,1,180,2,0.2261,berkeley,S15.2,2,15,anodal,600
959,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,1
546,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,2
613,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,3
1013,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,4
1266,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,5
1386,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,6
1519,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,7
933,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,8
666,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,9
466,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,10
1133,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,11
467,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,12
747,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,13
1186,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,14
813,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,15
1160,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,16
773,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,17
639,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,18
1186,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,19
906,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,20
547,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,21
560,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,22
1639,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,23
347,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,24
960,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,25
1079,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,26
1119,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,27
1199,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,28
1346,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,29
693,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,30
666,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,31
573,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,32
893,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,33
653,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,34
1120,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,35
587,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,36
640,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,37
533,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,38
586,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,39
493,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,40
707,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,41
987,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,42
600,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,43
1093,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,44
1106,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,45
467,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,46
493,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,47
493,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,48
519,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,49
693,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,50
454,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,51
640,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,52
613,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,53
546,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,54
546,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,55
479,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,56
613,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,57
693,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,58
626,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,59
653,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,60
826,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,61
560,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,62
573,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,63
787,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,64
773,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,65
706,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,66
613,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,67
1013,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,68
613,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,69
1159,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,70
706,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,71
400,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,72
520,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,73
520,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,74
546,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,75
493,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,76
440,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,77
1106,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,78
533,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,79
560,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,80
533,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,81
799,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,82
453,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,83
439,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,84
480,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,85
453,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,86
759,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,87
520,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,88
653,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,89
653,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,90
1107,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,91
786,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,92
560,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,93
507,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,94
507,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,95
746,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,96
586,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,97
533,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,98
534,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,99
573,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,100
839,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,101
573,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,102
494,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,103
680,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,104
453,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,105
453,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,106
439,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,107
799,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,108
600,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,109
587,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,110
653,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,111
466,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,112
493,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,113
453,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,114
520,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,115
560,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,116
493,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,117
813,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,118
826,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,119
467,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,120
1120,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,121
813,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,122
506,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,123
413,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,124
506,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,125
454,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,126
493,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,127
599,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,128
760,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,129
560,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,130
507,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,131
880,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,132
506,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,133
693,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,134
626,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,135
720,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,136
1053,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,137
494,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,138
600,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,139
493,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,140
626,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,141
506,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,142
626,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,143
706,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,144
586,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,145
627,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,146
787,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,147
787,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,148
1000,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,149
573,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,150
573,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,151
586,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,152
1213,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,153
666,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,154
560,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,155
720,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,156
494,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,157
506,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,158
426,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,159
440,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,160
507,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,161
1013,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,162
1052,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,163
813,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,164
507,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,165
574,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,166
706,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,167
720,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,168
800,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,169
613,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,170
480,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,171
507,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,172
666,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,173
560,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,174
773,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,175
413,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,176
613,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,177
586,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,178
560,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,179
573,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,180
559,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,181
453,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,182
813,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,183
746,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,184
773,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,185
640,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,186
639,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,187
773,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,188
533,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,189
560,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,190
533,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,191
773,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,192
467,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,193
933,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,194
493,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,195
440,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,196
493,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,197
493,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,198
453,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,199
479,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,200
426,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,201
693,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,202
480,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,203
520,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,204
493,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,205
546,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,206
747,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,207
840,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,208
693,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,209
573,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,210
879,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,211
853,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,212
533,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,213
493,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,214
546,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,215
893,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,216
586,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,217
480,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,218
933,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,219
439,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,220
546,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,221
946,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,222
493,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,223
733,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,224
1013,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,225
440,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,226
560,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,227
613,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,228
520,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,229
719,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,230
546,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,231
959,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,232
759,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,233
613,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,234
586,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,235
520,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,236
733,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,237
640,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,238
707,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,239
653,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,240
546,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,241
853,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,242
1026,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,243
920,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,244
693,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,245
493,acc,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,246
493,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,247
1133,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,248
906,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,249
800,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,250
547,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,251
693,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,252
559,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,253
533,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,254
707,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,255
587,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,256
813,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,257
613,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,258
600,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,259
879,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,260
519,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,261
506,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,262
493,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,263
533,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,264
547,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,265
600,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,266
493,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,267
680,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,268
520,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,269
587,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,270
640,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,271
506,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,272
519,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,273
986,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,274
1279,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,275
626,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,276
507,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,277
493,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,278
493,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,279
573,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,280
760,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,281
1027,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,282
507,spd,0,180,1,0.2663,berkeley,S2.1,1,2,anodal,283
626,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,284
1399,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,285
1053,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,286
547,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,287
453,spd,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,288
693,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,289
573,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,290
706,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,291
613,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,292
693,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,293
453,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,294
493,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,295
507,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,296
880,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,297
480,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,298
493,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,299
960,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,300
759,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,301
546,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,302
1012,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,303
466,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,304
520,acc,0,180,1,0.2663,berkeley,S2.1,2,2,anodal,305
600,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,306
493,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,307
600,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,308
480,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,309
559,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,310
546,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,311
546,acc,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,312
626,spd,1,180,1,0.2663,berkeley,S2.1,1,2,anodal,313
440,spd,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,314
573,acc,1,180,1,0.2663,berkeley,S2.1,2,2,anodal,315
