RT,acc_spd,accuracy,angle,block,coherence,dataset,id,left_right,subj_idx,tdcs,trial_NR
567,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,126
550,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,127
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,128
484,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,129
683,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,130
867,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,131
683,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,132
617,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,133
500,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,134
533,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,135
483,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,136
533,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,137
534,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,138
933,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,139
400,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,140
467,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,141
333,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,142
750,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,143
633,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,144
533,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,145
517,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,146
800,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,147
734,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,148
666,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,149
484,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,150
850,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,151
667,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,152
750,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,153
634,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,154
566,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,155
517,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,156
783,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,157
483,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,158
983,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,159
567,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,160
650,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,161
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,162
517,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,163
733,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,164
534,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,165
717,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,166
566,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,167
817,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,168
567,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,169
933,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,170
1184,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,171
750,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,172
800,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,173
533,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,174
533,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,175
466,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,176
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,177
667,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,178
1150,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,179
550,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,180
834,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,181
450,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,182
800,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,183
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,184
633,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,185
633,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,186
767,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,187
583,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,188
1450,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,189
1183,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,190
650,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,191
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,192
667,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,193
667,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,194
483,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,195
567,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,196
583,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,197
667,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,198
583,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,199
717,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,200
350,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,201
800,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,202
750,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,203
500,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,204
517,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,205
700,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,206
584,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,207
416,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,208
449,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,209
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,210
550,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,211
483,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,212
467,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,213
700,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,214
617,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,215
783,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,216
400,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,217
450,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,218
567,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,219
1033,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,220
816,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,221
700,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,222
550,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,223
534,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,224
516,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,225
583,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,226
383,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,227
384,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,228
383,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,229
367,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,230
633,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,231
567,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,232
700,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,233
400,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,234
667,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,235
900,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,236
483,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,237
550,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,238
600,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,239
550,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,240
750,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,241
767,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,242
1000,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,243
566,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,244
484,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,245
550,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,246
667,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,247
566,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,248
750,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,249
616,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,250
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,251
783,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,252
417,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,253
500,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,254
484,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,255
833,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,256
533,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,257
450,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,258
483,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,259
867,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,260
866,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,261
716,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,262
634,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,263
983,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,264
617,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,265
466,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,266
766,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,267
484,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,268
650,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,269
650,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,270
450,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,271
433,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,272
584,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,273
600,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,274
900,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,275
567,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,276
850,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,277
950,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,278
483,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,279
617,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,280
717,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,281
583,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,282
583,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,283
700,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,284
1183,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,285
767,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,286
633,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,287
533,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,288
600,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,289
400,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,290
500,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,291
333,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,292
634,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,293
583,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,294
1017,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,295
816,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,296
650,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,297
933,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,298
733,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,299
600,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,300
600,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,301
550,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,302
1100,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,303
500,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,304
1217,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,305
566,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,306
516,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,307
484,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,308
683,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,309
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,310
550,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,311
667,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,312
617,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,313
550,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,314
533,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,315
834,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,316
666,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,317
399,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,318
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,319
750,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,320
600,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,321
516,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,322
366,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,323
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,324
450,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,325
434,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,326
433,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,327
350,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,328
450,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,329
634,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,330
533,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,331
617,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,332
800,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,333
683,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,334
517,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,335
467,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,336
533,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,337
534,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,338
766,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,339
817,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,340
600,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,341
1250,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,342
934,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,343
950,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,344
500,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,345
783,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,346
417,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,347
1133,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,348
1884,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,349
733,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,350
467,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,351
467,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,352
750,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,353
600,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,354
666,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,355
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,356
867,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,357
383,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,358
584,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,359
700,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,360
783,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,361
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,362
733,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,363
1150,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,364
500,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,365
499,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,366
316,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,367
500,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,368
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,369
484,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,370
566,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,371
484,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,372
450,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,373
450,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,374
650,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,375
733,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,376
534,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,377
683,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,378
584,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,379
500,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,380
866,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,381
550,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,382
783,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,383
767,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,384
733,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,385
767,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,386
400,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,387
500,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,388
667,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,389
533,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,390
500,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,391
600,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,392
634,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,393
516,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,394
533,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,395
400,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,396
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,397
400,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,398
533,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,399
434,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,400
500,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,401
317,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,402
466,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,403
484,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,404
683,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,405
500,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,406
534,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,407
416,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,408
466,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,409
400,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,410
400,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,411
450,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,412
616,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,413
434,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,414
366,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,415
450,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,416
850,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,417
466,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,418
383,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,419
250,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,420
633,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,421
450,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,422
433,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,423
433,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,424
317,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,425
367,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,426
533,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,427
484,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,428
500,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,429
600,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,430
550,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,431
650,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,432
650,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,433
683,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,434
1383,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,435
700,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,436
1367,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,437
516,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,438
699,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,439
750,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,440
633,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,441
1233,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,442
834,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,443
916,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,444
766,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,445
617,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,446
483,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,447
500,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,448
433,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,449
517,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,450
1067,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,451
1067,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,452
1250,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,453
566,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,454
616,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,455
467,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,456
767,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,457
383,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,458
434,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,459
450,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,460
366,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,461
549,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,462
550,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,463
500,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,464
483,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,465
450,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,466
317,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,467
733,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,468
449,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,469
533,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,470
700,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,471
483,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,472
499,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,473
716,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,474
534,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,475
550,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,476
550,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,477
583,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,478
483,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,479
667,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,480
567,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,481
633,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,482
767,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,483
450,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,484
533,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,485
749,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,486
350,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,487
983,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,488
700,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,489
317,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,490
467,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,491
533,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,492
917,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,493
566,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,494
633,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,495
483,spd,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,496
517,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,497
633,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,498
616,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,499
650,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,500
517,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,501
1133,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,502
733,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,503
667,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,504
566,acc,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,505
1117,spd,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,506
883,acc,1,180,1,0.206,amsterdam,A4.1,1,4,anodal,507
1149,spd,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,508
883,acc,0,180,1,0.206,amsterdam,A4.1,1,4,anodal,509
900,acc,1,180,1,0.206,amsterdam,A4.1,2,4,anodal,510
417,spd,0,180,1,0.206,amsterdam,A4.1,2,4,anodal,511
